  1.0000000e+000  1.4928183e-003
  9.8036631e-001  5.7759147e-003
  9.6074018e-001  9.6715800e-003
  9.4112920e-001  1.3375966e-002
  9.2154090e-001  1.7041022e-002
  9.0198286e-001  2.0779438e-002
  8.8246260e-001  2.4669602e-002
  8.6298766e-001  2.8760483e-002
  8.4356553e-001  3.3076336e-002
  8.2420372e-001  3.7621166e-002
  8.0490968e-001  4.2382884e-002
  7.8569085e-001  4.7337095e-002
  7.6655464e-001  5.2450512e-002
  7.4750842e-001  5.7683940e-002
  7.2855955e-001  6.2994847e-002
  7.0971532e-001  6.8339515e-002
  6.9098301e-001  7.3674782e-002
  6.7236982e-001  7.8959395e-002
  6.5388294e-001  8.4155017e-002
  6.3552950e-001  8.9226898e-002
  6.1731657e-001  9.4144273e-002
  5.9925117e-001  9.8880511e-002
  5.8134026e-001  1.0341307e-001
  5.6359076e-001  1.0772328e-001
  5.4600950e-001  1.1179604e-001
  5.2860326e-001  1.1561938e-001
  5.1137876e-001  1.1918407e-001
  4.9434263e-001  1.2248309e-001
  4.7750144e-001  1.2551124e-001
  4.6086168e-001  1.2826469e-001
  4.4442977e-001  1.3074066e-001
  4.2821204e-001  1.3293707e-001
  4.1221475e-001  1.3485235e-001
  3.9644406e-001  1.3648525e-001
  3.8090605e-001  1.3783479e-001
  3.6560672e-001  1.3890019e-001
  3.5055195e-001  1.3968092e-001
  3.3574756e-001  1.4017680e-001
  3.2119925e-001  1.4038809e-001
  3.0691264e-001  1.4031562e-001
  2.9289322e-001  1.3996098e-001
  2.7914640e-001  1.3932662e-001
  2.6567749e-001  1.3841605e-001
  2.5249167e-001  1.3723388e-001
  2.3959403e-001  1.3578598e-001
  2.2698955e-001  1.3407951e-001
  2.1468307e-001  1.3212290e-001
  2.0267935e-001  1.2992590e-001
  1.9098301e-001  1.2749945e-001
  1.7959856e-001  1.2485561e-001
  1.6853039e-001  1.2200742e-001
  1.5778277e-001  1.1896872e-001
  1.4735984e-001  1.1575395e-001
  1.3726561e-001  1.1237800e-001
  1.2750399e-001  1.0885591e-001
  1.1807874e-001  1.0520272e-001
  1.0899348e-001  1.0143321e-001
  1.0025172e-001  9.7561738e-002
  9.1856826e-002  9.3602037e-002
  8.3812043e-002  8.9567058e-002
  7.6120467e-002  8.5468843e-002
  6.8785065e-002  8.1318425e-002
  6.1808664e-002  7.7125757e-002
  5.5193954e-002  7.2899673e-002
  4.8943484e-002  6.8647885e-002
  4.3059664e-002  6.4376997e-002
  3.7544764e-002  6.0092554e-002
  3.2400908e-002  5.5799109e-002
  2.7630080e-002  5.1500300e-002
  2.3234119e-002  4.7198953e-002
  1.9214720e-002  4.2897174e-002
  1.5573432e-002  3.8596459e-002
  1.2311659e-002  3.4297796e-002
  9.4306596e-003  3.0001756e-002
  6.9315430e-003  2.5708590e-002
  4.8152733e-003  2.1418298e-002
  3.0826663e-003  1.7130700e-002
  1.7343898e-003  1.2845489e-002
  7.7096376e-004  8.5622726e-003
  1.9275952e-004  4.2806022e-003
  0.0000000e+000 -0.0000000e+000
  1.9275952e-004 -4.5896702e-003
  7.7096376e-004 -9.1784392e-003
  1.7343898e-003 -1.3764813e-002
  3.0826663e-003 -1.8347258e-002
  4.8152733e-003 -2.2924175e-002
  6.9315430e-003 -2.7493865e-002
  9.4306596e-003 -3.2054476e-002
  1.2311659e-002 -3.6603949e-002
  1.5573432e-002 -4.1139940e-002
  1.9214720e-002 -4.5659739e-002
  2.3234119e-002 -5.0160167e-002
  2.7630080e-002 -5.4637473e-002
  3.2400908e-002 -5.9087219e-002
  3.7544764e-002 -6.3504168e-002
  4.3059664e-002 -6.7882168e-002
  4.8943484e-002 -7.2214050e-002
  5.5193954e-002 -7.6491535e-002
  6.1808664e-002 -8.0705160e-002
  6.8785065e-002 -8.4844229e-002
  7.6120467e-002 -8.8896793e-002
  8.3812043e-002 -9.2849659e-002
  9.1856826e-002 -9.6688437e-002
  1.0025172e-001 -1.0039763e-001
  1.0899348e-001 -1.0396076e-001
  1.1807874e-001 -1.0736051e-001
  1.2750399e-001 -1.1057897e-001
  1.3726561e-001 -1.1359784e-001
  1.4735984e-001 -1.1639870e-001
  1.5778277e-001 -1.1896332e-001
  1.6853039e-001 -1.2127396e-001
  1.7959856e-001 -1.2331369e-001
