tsr3_largeRev4.Thick0.289
   1.0000000e+00   1.1970779e-03
   9.8036631e-01   5.3228130e-03
   9.6074018e-01   9.3738951e-03
   9.4112920e-01   1.3402363e-02
   9.2154090e-01   1.7424683e-02
   9.0198286e-01   2.1435133e-02
   8.8246260e-01   2.5416166e-02
   8.6298766e-01   2.9346109e-02
   8.4356553e-01   3.3204559e-02
   8.2420372e-01   3.6975850e-02
   8.0490968e-01   4.0650924e-02
   7.8569085e-01   4.4227957e-02
   7.6655464e-01   4.7712035e-02
   7.4750842e-01   5.1114153e-02
   7.2855955e-01   5.4449791e-02
   7.0971532e-01   5.7737263e-02
   6.9098301e-01   6.0996013e-02
   6.7236982e-01   6.4244996e-02
   6.5388294e-01   6.7501240e-02
   6.3552950e-01   7.0778668e-02
   6.1731657e-01   7.4087208e-02
   5.9925117e-01   7.7432217e-02
   5.8134026e-01   8.0814210e-02
   5.6359076e-01   8.4228873e-02
   5.4600950e-01   8.7667326e-02
   5.2860326e-01   9.1116587e-02
   5.1137876e-01   9.4560194e-02
   4.9434263e-01   9.7978931e-02
   4.7750144e-01   1.0135160e-01
   4.6086168e-01   1.0465583e-01
   4.4442977e-01   1.0786879e-01
   4.2821204e-01   1.1096790e-01
   4.1221475e-01   1.1393141e-01
   3.9644406e-01   1.1673890e-01
   3.8090605e-01   1.1937159e-01
   3.6560672e-01   1.2181259e-01
   3.5055195e-01   1.2404705e-01
   3.3574756e-01   1.2606210e-01
   3.2119925e-01   1.2784681e-01
   3.0691264e-01   1.2939200e-01
   2.9289322e-01   1.3069007e-01
   2.7914640e-01   1.3173474e-01
   2.6567749e-01   1.3252080e-01
   2.5249167e-01   1.3304391e-01
   2.3959403e-01   1.3330037e-01
   2.2698955e-01   1.3328700e-01
   2.1468307e-01   1.3300103e-01
   2.0267935e-01   1.3244005e-01
   1.9098301e-01   1.3160204e-01
   1.7959856e-01   1.3048546e-01
   1.6853039e-01   1.2908936e-01
   1.5778277e-01   1.2741355e-01
   1.4735984e-01   1.2545881e-01
   1.3726561e-01   1.2322707e-01
   1.2750399e-01   1.2072165e-01
   1.1807874e-01   1.1794741e-01
   1.0899348e-01   1.1491089e-01
   1.0025172e-01   1.1162048e-01
   9.1856826e-02   1.0808638e-01
   8.3812043e-02   1.0432067e-01
   7.6120467e-02   1.0033716e-01
   6.8785065e-02   9.6151275e-02
   6.1808664e-02   9.1779808e-02
   5.5193954e-02   8.7240665e-02
   4.8943484e-02   8.2552520e-02
   4.3059664e-02   7.7734446e-02
   3.7544764e-02   7.2805525e-02
   3.2400908e-02   6.7784436e-02
   2.7630080e-02   6.2689069e-02
   2.3234119e-02   5.7536142e-02
   1.9214720e-02   5.2340878e-02
   1.5573432e-02   4.7116716e-02
   1.2311659e-02   4.1875110e-02
   9.4306596e-03   3.6625382e-02
   6.9315430e-03   3.1374675e-02
   4.8152733e-03   2.6127981e-02
   3.0826663e-03   2.0888256e-02
   1.7343898e-03   1.5656622e-02
   7.7096376e-04   1.0432631e-02
   1.9275952e-04   5.2146009e-03
   0.0000000e+00  -0.0000000e+00
   1.9275952e-04  -8.4092540e-03
   7.7096376e-04  -1.6763132e-02
   1.7343898e-03  -2.5006655e-02
   3.0826663e-03  -3.3086547e-02
