   9.3847056129074721e-02	   1.0005302539293375e+02	
   3.8361704043921372e+00	   1.0005223779011916e+02	
   7.1789428678164429e+00	   9.7037431659349664e+01	
   9.0877317550178720e+00	   9.2436557523969881e+01	
   1.0121072077680223e+01	   8.8708371023015630e+01	
   1.1472380654032662e+01	   8.3869658744223102e+01	
   1.2505118290503692e+01	   7.8872376531484250e+01	
   1.3538496281053000e+01	   7.5223508512516545e+01	
   1.4730444051690814e+01	   7.0146874302777775e+01	
   1.5763219356048809e+01	   6.5228910572025470e+01	
   1.6796597346598119e+01	   6.1580042553057773e+01	
   1.8147792919289685e+01	   5.6503374828305610e+01	
   1.9576548224792010e+01	   5.1683426651878513e+01	
   2.0830139610316124e+01	   4.8203708059350234e+01	
   2.2792648595202973e+01	   4.3527777694181779e+01	
   2.5464720637545284e+01	   3.9014797437672520e+01	
   2.7864817243338834e+01	   3.6404701244634943e+01	
   3.1683471960921704e+01	   3.2924442813372302e+01	
   3.5939120477965986e+01	   3.0259589623445134e+01	
   3.9322072312272937e+01	   2.8682249713445742e+01	
   4.4233095346052608e+01	   2.6995855246887892e+01	
   4.9089723292522507e+01	   2.5690037593024382e+01	
   5.2853162035081915e+01	   2.4952144234261748e+01	
   5.7899108264327651e+01	   2.4392542732391078e+01	
   6.2910160559848777e+01	   2.4147127065975248e+01	
   6.6729845724459295e+01	   2.4111414460424061e+01	
   7.1846160049319565e+01	   2.4145246411180352e+01	
   7.6962457796232229e+01	   2.4144169644121323e+01	
   8.0782159538790324e+01	   2.4143365756385464e+01	
   8.5793327879944528e+01	   2.4142311114676957e+01	
