   1.0000000e+00  -4.9961605e-07
   9.8429268e-01   4.0927743e-03
   9.6858924e-01   8.2916144e-03
   9.5289355e-01   1.2492248e-02
   9.3720948e-01   1.6649567e-02
   9.2154090e-01   2.0753354e-02
   9.0589169e-01   2.4811425e-02
   8.9026569e-01   2.8838243e-02
   8.7466677e-01   3.2847785e-02
   8.5909877e-01   3.6849586e-02
   8.4356553e-01   4.0847085e-02
   8.2807090e-01   4.4837519e-02
   8.1261869e-01   4.8812804e-02
   7.9721270e-01   5.2760919e-02
   7.8185676e-01   5.6667486e-02
   7.6655464e-01   6.0517273e-02
   7.5131011e-01   6.4295481e-02
   7.3612695e-01   6.7988735e-02
   7.2100889e-01   7.1585720e-02
   7.0595967e-01   7.5077494e-02
   6.9098301e-01   7.8457500e-02
   6.7608258e-01   8.1721337e-02
   6.6126208e-01   8.4866361e-02
   6.4652516e-01   8.7891161e-02
   6.3187545e-01   9.0795015e-02
   6.1731657e-01   9.3577333e-02
   6.0285211e-01   9.6237184e-02
   5.8848564e-01   9.8772904e-02
   5.7422071e-01   1.0118183e-01
   5.6006083e-01   1.0346016e-01
   5.4600950e-01   1.0560295e-01
   5.3207019e-01   1.0760425e-01
   5.1824633e-01   1.0945729e-01
   5.0454133e-01   1.1115479e-01
   4.9095858e-01   1.1268935e-01
   4.7750144e-01   1.1405381e-01
   4.6417321e-01   1.1524163e-01
   4.5097718e-01   1.1624729e-01
   4.3791662e-01   1.1706656e-01
   4.2499475e-01   1.1769679e-01
   4.1221475e-01   1.1813707e-01
   3.9957977e-01   1.1838833e-01
   3.8709295e-01   1.1845333e-01
   3.7475734e-01   1.1833661e-01
   3.6257601e-01   1.1804432e-01
   3.5055195e-01   1.1758401e-01
   3.3868813e-01   1.1696436e-01
   3.2698749e-01   1.1619488e-01
   3.1545289e-01   1.1528561e-01
   3.0408720e-01   1.1424676e-01
   2.9289322e-01   1.1308845e-01
   2.8187370e-01   1.1182039e-01
   2.7103137e-01   1.1045168e-01
   2.6036891e-01   1.0899059e-01
   2.4988893e-01   1.0744447e-01
   2.3959403e-01   1.0581962e-01
   2.2948676e-01   1.0412133e-01
   2.1956959e-01   1.0235389e-01
   2.0984499e-01   1.0052066e-01
   2.0031534e-01   9.8624258e-02
   1.9098301e-01   9.6666650e-02
   1.8185028e-01   9.4649378e-02
   1.7291943e-01   9.2573733e-02
   1.6419264e-01   9.0440950e-02
   1.5567207e-01   8.8252380e-02
   1.4735984e-01   8.6009653e-02
   1.3925797e-01   8.3714805e-02
   1.3136849e-01   8.1370375e-02
   1.2369332e-01   7.8979459e-02
   1.1623437e-01   7.6545734e-02
   1.0899348e-01   7.4073436e-02
   1.0197242e-01   7.1567304e-02
   9.5172948e-02   6.9032492e-02
   8.8596723e-02   6.6474456e-02
   8.2245374e-02   6.3898822e-02
   7.6120467e-02   6.1311239e-02
   7.0223514e-02   5.8717232e-02
   6.4555969e-02   5.6122054e-02
   5.9119231e-02   5.3530554e-02
   5.3914641e-02   5.0947060e-02
   4.8943484e-02   4.8375283e-02
   4.4206985e-02   4.5818247e-02
   3.9706314e-02   4.3278253e-02
   3.5442582e-02   4.0756867e-02
   3.1416839e-02   3.8254939e-02
   2.7630080e-02   3.5772648e-02
   2.4083238e-02   3.3309572e-02
