  1.0000000e+000  7.0645005e-004
  9.8036631e-001  4.6980943e-003
  9.6074018e-001  8.4600348e-003
  9.4112920e-001  1.2084308e-002
  9.2154090e-001  1.5649602e-002
  9.0198286e-001  1.9220925e-002
  8.8246260e-001  2.2849773e-002
  8.6298766e-001  2.6574697e-002
  8.4356553e-001  3.0422186e-002
  8.2420372e-001  3.4407777e-002
  8.0490968e-001  3.8537322e-002
  7.8569085e-001  4.2808328e-002
  7.6655464e-001  4.7211327e-002
  7.4750842e-001  5.1731211e-002
  7.2855955e-001  5.6348501e-002
  7.0971532e-001  6.1040512e-002
  6.9098301e-001  6.5782394e-002
  6.7236982e-001  7.0548034e-002
  6.5388294e-001  7.5310819e-002
  6.3552950e-001  8.0044248e-002
  6.1731657e-001  8.4722410e-002
  5.9925117e-001  8.9320343e-002
  5.8134026e-001  9.3814268e-002
  5.6359076e-001  9.8181739e-002
  5.4600950e-001  1.0240171e-001
  5.2860326e-001  1.0645456e-001
  5.1137876e-001  1.1032203e-001
  4.9434263e-001  1.1398721e-001
  4.7750144e-001  1.1743444e-001
  4.6086168e-001  1.2064929e-001
  4.4442977e-001  1.2361847e-001
  4.2821204e-001  1.2632981e-001
  4.1221475e-001  1.2877230e-001
  3.9644406e-001  1.3093603e-001
  3.8090605e-001  1.3281230e-001
  3.6560672e-001  1.3439366e-001
  3.5055195e-001  1.3567398e-001
  3.3574756e-001  1.3664856e-001
  3.2119925e-001  1.3731420e-001
  3.0691264e-001  1.3766931e-001
  2.9289322e-001  1.3771398e-001
  2.7914640e-001  1.3745001e-001
  2.6567749e-001  1.3688100e-001
  2.5249167e-001  1.3601230e-001
  2.3959403e-001  1.3485099e-001
  2.2698955e-001  1.3340586e-001
  2.1468307e-001  1.3168723e-001
  2.0267935e-001  1.2970689e-001
  1.9098301e-001  1.2747790e-001
  1.7959856e-001  1.2501438e-001
  1.6853039e-001  1.2233133e-001
  1.5778277e-001  1.1944437e-001
  1.4735984e-001  1.1636950e-001
  1.3726561e-001  1.1312287e-001
  1.2750399e-001  1.0972052e-001
  1.1807874e-001  1.0617817e-001
  1.0899348e-001  1.0251099e-001
  1.0025172e-001  9.8733436e-002
  9.1856826e-002  9.4859064e-002
  8.3812043e-002  9.0900434e-002
  7.6120467e-002  8.6869000e-002
  6.8785065e-002  8.2775060e-002
  6.1808664e-002  7.8627733e-002
  5.5193954e-002  7.4434975e-002
  4.8943484e-002  7.0203616e-002
  4.3059664e-002  6.5939433e-002
  3.7544764e-002  6.1647242e-002
  3.2400908e-002  5.7331004e-002
  2.7630080e-002  5.2993948e-002
  2.3234119e-002  4.8638694e-002
  1.9214720e-002  4.4267378e-002
  1.5573432e-002  3.9881778e-002
  1.2311659e-002  3.5483419e-002
  9.4306596e-003  3.1073677e-002
  6.9315430e-003  2.6653856e-002
  4.8152733e-003  2.2225258e-002
  3.0826663e-003  1.7789222e-002
  1.7343898e-003  1.3347159e-002
  7.7096376e-004  8.9005521e-003
  1.9275952e-004  4.4509614e-003
  0.0000000e+000 -0.0000000e+000
  1.9275952e-004 -4.6344315e-003
  7.7096376e-004 -9.2668521e-003
  1.7343898e-003 -1.3894995e-002
  3.0826663e-003 -1.8516623e-002
  4.8152733e-003 -2.3129531e-002
  6.9315430e-003 -2.7731534e-002
  9.4306596e-003 -3.2320448e-002
  1.2311659e-002 -3.6894043e-002
  1.5573432e-002 -4.1449982e-002
  1.9214720e-002 -4.5985741e-002
  2.3234119e-002 -5.0498514e-002
  2.7630080e-002 -5.4985097e-002
  3.2400908e-002 -5.9441767e-002
  3.7544764e-002 -6.3864154e-002
  4.3059664e-002 -6.8247109e-002
  4.8943484e-002 -7.2584582e-002
  5.5193954e-002 -7.6869508e-002
  6.1808664e-002 -8.1093717e-002
  6.8785065e-002 -8.5247860e-002
  7.6120467e-002 -8.9321378e-002
  8.3812043e-002 -9.3302494e-002
  9.1856826e-002 -9.7178252e-002
  1.0025172e-001 -1.0093460e-001
  1.0899348e-001 -1.0455650e-001
  1.1807874e-001 -1.0802811e-001
  1.2750399e-001 -1.1133298e-001
  1.3726561e-001 -1.1445427e-001
  1.4735984e-001 -1.1737505e-001
  1.5778277e-001 -1.2007860e-001
  1.6853039e-001 -1.2254866e-001
  1.7959856e-001 -1.2476983e-001
  1.9098301e-001 -1.2672779e-001
  2.0267935e-001 -1.2840968e-001
  2.1468307e-001 -1.2980430e-001
  2.2698955e-001 -1.3090243e-001
  2.3959403e-001 -1.3169696e-001
  2.5249167e-001 -1.3218309e-001
  2.6567749e-001 -1.3235841e-001
  2.7914640e-001 -1.3222295e-001
  2.9289322e-001 -1.3177921e-001
  3.0691264e-001 -1.3103202e-001
  3.2119925e-001 -1.2998849e-001
  3.3574756e-001 -1.2865779e-001
  3.5055195e-001 -1.2705098e-001
  3.6560672e-001 -1.2518075e-001
  3.8090605e-001 -1.2306115e-001
  3.9644406e-001 -1.2070732e-001
  4.1221475e-001 -1.1813519e-001
  4.2821204e-001 -1.1536122e-001
  4.4442977e-001 -1.1240217e-001
  4.6086168e-001 -1.0927479e-001
  4.7750144e-001 -1.0599570e-001
  4.9434263e-001 -1.0258118e-001
  5.1137876e-001 -9.9047087e-002
  5.2860326e-001 -9.5408715e-002
  5.4600950e-001 -9.1680800e-002
  5.6359076e-001 -8.7877471e-002
  5.8134026e-001 -8.4012265e-002
  5.9925117e-001 -8.0098136e-002
  6.1731657e-001 -7.6147473e-002
  6.3552950e-001 -7.2172103e-002
  6.5388294e-001 -6.8183269e-002
  6.7236982e-001 -6.4191582e-002
  6.9098301e-001 -6.0206927e-002
  7.0971532e-001 -5.6238325e-002
  7.2855955e-001 -5.2293761e-002
